year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa),Soil type,Soil pH,Soil Organic matter %,Sand Content %,Clay Content %,Silt Content %, soil bulk density (grams per cubic centimeter), wilting point %,field capacity %,saturation point (cm),Yield
1982,88,44236.80078,0,572.7999878,56,12.5,-6,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,89,44582.39844,0,550.4000244,52,19.5,2,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,90,44582.39844,16,300.7999878,44,19.5,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,91,44928,4,371.2000122,40,18,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,92,44928,0,566.4000244,36,20.5,1.5,680,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,93,45273.60156,16,400,32,18.5,2.5,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,94,45273.60156,0,521.5999756,32,8,-6,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,95,45619.19922,0,422.3999939,32,4.5,-5.5,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,96,45619.19922,10,320,44,3,-7,360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,97,45619.19922,0,416,44,-0.5,-10,280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,98,45964.80078,0,416,44,3.5,-6,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,99,45964.80078,7,275.2000122,40,4,-4,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,100,46310.39844,0,422.3999939,40,5.5,-4,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,101,46310.39844,0,470.3999939,40,8.5,-2.5,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,102,46656,0,582.4000244,40,14,-3,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,103,46656,0,515.2000122,32,18,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,104,47001.60156,0,547.2000122,32,15.5,0.5,640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,105,47001.60156,0,611.2000122,28,22,0,600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,106,47347.19922,0,540.7999878,24,25.5,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,107,47347.19922,3,304,16,20.5,10.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,108,47347.19922,2,531.2000122,12,17.5,3,760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,109,47692.80078,0,572.7999878,8,21,3,760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,110,47692.80078,0,387.2000122,0,18.5,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,111,48038.39844,0,473.6000061,0,14,-0.5,600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,112,48038.39844,0,444.7999878,0,12.5,-0.5,600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,113,48384,0,528,0,16.5,-2,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,114,48384,0,524.7999878,0,20,1,640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,115,48384,0,531.2000122,0,23,2.5,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,116,48729.60156,2,371.2000122,0,20,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,117,48729.60156,1,416,0,17.5,5,880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,118,49075.19922,0,496,0,15,-1,560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,119,49075.19922,0,499.2000122,0,18,1.5,680,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,120,49420.80078,0,435.2000122,0,21,7.5,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,121,49420.80078,0,432,0,22.5,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,122,49420.80078,0,499.2000122,0,22.5,5.5,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,123,49766.39844,0,524.7999878,0,23.5,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,124,49766.39844,0,531.2000122,0,25,5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,125,49766.39844,0,528,0,27.5,7,960,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,126,50112,0,515.2000122,0,29,9,1080,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,127,50112,0,444.7999878,0,28,12.5,1440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,128,50457.60156,14,297.6000061,0,21,8.5,1120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,129,50457.60156,0,416,0,22,8.5,1120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,130,50457.60156,0,499.2000122,0,24.5,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,131,50803.19922,0,508.7999878,0,28,8,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,132,50803.19922,0,496,0,30,10.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,133,50803.19922,0,470.3999939,0,30.5,12.5,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,134,51148.80078,0,502.3999939,0,31.5,11,1240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,135,51148.80078,0,451.2000122,0,31,14,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,136,51148.80078,3,304,0,29.5,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0.442858759
1982,137,51494.39844,0,464,0,30,12.5,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,1.535205708
1982,138,51494.39844,0,476.7999878,0,31,12.5,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,3.166052348
1982,139,51494.39844,4,307.2000122,0,28.5,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,5.207413488
1982,140,51840,3,272,0,28,15.5,1760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,9.055029122
1982,141,51840,9,233.6000061,0,24,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,13.97371267
1982,142,51840,12,230.3999939,0,25,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,20.64277907
1982,143,51840,21,224,0,24.5,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,27.45238143
1982,144,52185.60156,0,339.2000122,0,22.5,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,35.80522673
1982,145,52185.60156,0,313.6000061,0,22.5,13,1480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,43.15713749
1982,146,52185.60156,0,393.6000061,0,24.5,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,53.38123819
1982,147,52185.60156,1,361.6000061,0,26.5,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,65.18755337
1982,148,52531.19922,9,252.8000031,0,26,15.5,1760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,77.56531359
1982,149,52531.19922,8,224,0,25,16,1800,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,89.23568327
1982,150,52531.19922,17,192,0,24,16.5,1880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,100.2393744
1982,151,52531.19922,0,396.7999878,0,27,14.5,1640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,117.4453522
1982,152,52876.80078,1,403.2000122,0,26.5,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,132.7918181
1982,153,52876.80078,1,483.2000122,0,22.5,7,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,151.0510139
1982,154,52876.80078,0,380.7999878,0,23,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,172.335036
1982,155,52876.80078,0,428.7999878,0,22,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,193.9063023
1982,156,52876.80078,9,265.6000061,0,21,11.5,1360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,211.4483143
1982,157,52876.80078,0,422.3999939,0,23.5,11.5,1360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,229.109561
1982,158,53222.39844,0,454.3999939,0,24,10.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,254.6429305
1982,159,53222.39844,0,419.2000122,0,27.5,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,279.6055803
1982,160,53222.39844,7,316.7999878,0,27.5,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,303.5255455
1982,161,53222.39844,14,240,0,25,16.5,1880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,326.9612208
1982,162,53222.39844,0,512,0,23,7.5,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,355.4944338
1982,163,53222.39844,0,371.2000122,0,23,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,386.1326311
1982,164,53222.39844,0,454.3999939,0,24.5,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,419.2319864
1982,165,53222.39844,0,531.2000122,0,26.5,9.5,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,454.1850784
1982,166,53222.39844,0,489.6000061,0,27.5,13,1480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,488.6901852
1982,167,53568,28,291.2000122,0,25.5,15.5,1760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,523.2754404
1982,168,53568,12,268.7999878,0,22,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,552.8525964
1982,169,53568,0,515.2000122,0,24.5,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,580.4218634
1982,170,53568,0,454.3999939,0,24.5,12.5,1440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,581.4492673
1982,171,53568,4,384,0,22.5,8,1080,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,602.4373031
