year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa),Soil type,Soil pH,Soil Organic matter %,Sand Content %,Clay Content %,Silt Content %, soil bulk density (grams per cubic centimeter), wilting point %,field capacity %,saturation point (cm),Yield
1982,52,40089.60156,0,384,0,24.5,9.5,1200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,53,40089.60156,0,371.2000122,0,21,7.5,1040,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,54,40435.19922,0,467.2000122,0,22.5,1,640,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,55,40435.19922,0,467.2000122,0,25.5,3.5,800,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,56,40435.19922,0,416,0,26.5,9.5,1200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,57,40435.19922,0,377.6000061,0,24,10,1240,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,58,40780.80078,0,387.2000122,0,22,8,1080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,59,40780.80078,0,339.2000122,0,23,11.5,1360,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,60,40780.80078,0,294.3999939,0,17,8,1080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,61,41126.39844,0,464,0,20.5,2.5,720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,62,41126.39844,0,476.7999878,0,24.5,4.5,840,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,63,41126.39844,0,448,0,27.5,9.5,1200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,64,41472,10,275.2000122,0,27,14,1600,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,65,41472,38,236.8000031,0,25,14.5,1640,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,66,41472,12,240,0,23.5,13,1480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,67,41817.60156,0,460.7999878,0,18,1,640,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,68,41817.60156,0,464,0,20.5,3,760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,69,41817.60156,0,441.6000061,0,24.5,8,1080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,70,41817.60156,0,457.6000061,0,27,9,1160,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,71,42163.19922,0,457.6000061,0,28.5,10,1240,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,72,42163.19922,0,464,0,30.5,11,1320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,73,42163.19922,0,416,0,31,14.5,1640,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,74,42508.80078,0,390.3999939,0,30.5,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,75,42508.80078,0,377.6000061,0,29.5,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,76,42508.80078,0,400,0,30,15,1720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,77,42854.39844,0,364.7999878,0,31,17.5,2000,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,78,42854.39844,0,355.2000122,0,31,18,2080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,79,42854.39844,0,348.7999878,0,30.5,18,2080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,80,43200,0,364.7999878,0,29.5,16.5,1880,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,81,43200,6,252.8000031,0,28.5,17,1920,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,82,43200,16,259.2000122,0,26.5,15,1720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,83,43545.60156,13,233.6000061,0,25.5,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,84,43545.60156,18,240,0,25.5,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,85,43545.60156,5,265.6000061,0,26,15,1720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,86,43891.19922,0,483.2000122,0,21,5,880,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,87,43891.19922,11,233.6000061,0,16,7.5,1040,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,88,43891.19922,15,243.1999969,0,19.5,10.5,1280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,89,44236.80078,0,406.3999939,0,25,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,90,44236.80078,0,422.3999939,0,27,13.5,1560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,91,44236.80078,0,476.7999878,0,29,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,92,44582.39844,0,483.2000122,0,30,13,1480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,93,44582.39844,0,393.6000061,0,28,16,1800,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,94,44582.39844,0,505.6000061,0,27,9.5,1200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,95,44582.39844,0,508.7999878,0,28,10,1240,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,96,44928,25,262.3999939,0,27,16.5,1880,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,97,44928,0,518.4000244,0,23,5.5,920,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,98,44928,56,304,0,20.5,9,1160,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,99,45273.60156,68,233.6000061,0,23.5,15,1720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,100,45273.60156,16,329.6000061,0,22,9.5,1200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,101,45273.60156,35,310.3999939,0,19,8,1080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,102,45619.19922,0,547.2000122,0,24.5,6,920,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,103,45619.19922,0,528,0,27,9.5,1200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,104,45619.19922,0,464,0,27.5,13.5,1560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,105,45964.80078,0,464,0,28,14,1600,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,106,45964.80078,0,464,0,30.5,16,1800,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,107,45964.80078,0,441.6000061,0,30.5,17,1920,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,108,45964.80078,4,316.7999878,0,29.5,17,1920,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,109,46310.39844,0,521.5999756,0,30,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,110,46310.39844,0,473.6000061,0,30.5,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,111,46310.39844,0,492.7999878,0,32,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,112,46656,0,480,0,31,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,113,46656,0,486.3999939,0,29,13.5,1560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,114,46656,0,355.2000122,0,21.5,12,1400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,115,47001.60156,4,304,0,25.5,14,1600,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,116,47001.60156,10,256,0,27,17.5,2000,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,117,47001.60156,0,480,0,28.5,13.5,1560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,118,47001.60156,0,496,0,28.5,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,119,47347.19922,0,470.3999939,0,27,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,120,47347.19922,0,428.7999878,0,26,13.5,1560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,121,47347.19922,0,457.6000061,0,28,14,1600,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,122,47347.19922,0,483.2000122,0,28,13,1480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,123,47692.80078,0,492.7999878,0,28,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,124,47692.80078,0,531.2000122,0,29.5,11.5,1360,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,125,47692.80078,0,496,0,29.5,13.5,1560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,126,47692.80078,0,508.7999878,0,28.5,12,1400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,127,48038.39844,0,534.4000244,0,28.5,10.5,1280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,128,48038.39844,0,428.7999878,0,29,16,1800,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,129,48038.39844,0,508.7999878,0,29.5,12.5,1440,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,130,48038.39844,0,515.2000122,0,29.5,12,1400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,131,48384,0,537.5999756,0,30.5,11,1320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,132,48384,0,515.2000122,0,31,13,1480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,133,48384,0,515.2000122,0,31,13,1480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,134,48384,0,540.7999878,0,31,11,1320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,135,48729.60156,0,499.2000122,0,31.5,14,1600,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,136,48729.60156,0,499.2000122,0,33,15,1720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,137,48729.60156,0,492.7999878,0,32.5,15,1720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,138,48729.60156,0,467.2000122,0,31.5,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,139,48729.60156,0,457.6000061,0,31,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,140,49075.19922,0,457.6000061,0,31,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,141,49075.19922,0,473.6000061,0,32,15.5,1760,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,142,49075.19922,4,348.7999878,0,32,16,1800,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,143,49075.19922,20,297.6000061,0,32,19,2200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,144,49075.19922,9,304,0,32,18.5,2120,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,145,49420.80078,7,294.3999939,0,32,19,2200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,146,49420.80078,6,265.6000061,0,31.5,20,2320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,147,49420.80078,0,380.7999878,0,32,19.5,2280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,148,49420.80078,8,310.3999939,0,33,19,2200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,149,49420.80078,0,377.6000061,0,33,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,150,49420.80078,4,262.3999939,0,33,21.5,2560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,151,49420.80078,24,233.6000061,0,29,19.5,2280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,152,49766.39844,20,230.3999939,0,30.5,21,2480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,153,49766.39844,0,358.3999939,0,32.5,21,2480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,154,49766.39844,16,259.2000122,0,33,22,2640,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,155,49766.39844,0,361.6000061,0,33,21.5,2560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,156,49766.39844,0,412.7999878,0,34,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,157,49766.39844,0,425.6000061,0,34.5,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,158,49766.39844,0,438.3999939,0,34,19.5,2280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,159,49766.39844,0,451.2000122,0,34,19,2200,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,160,49766.39844,0,438.3999939,0,34.5,20,2320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,161,50112,0,438.3999939,0,35,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,162,50112,0,428.7999878,0,35,21,2480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,163,50112,26,310.3999939,0,34,21,2480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,164,50112,12,307.2000122,0,33,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,165,50112,0,444.7999878,0,33.5,19.5,2280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,166,50112,0,444.7999878,0,34,20,2320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,167,50112,0,432,0,34.5,21,2480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,168,50112,19,288,0,31.5,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,169,50112,63,217.6000061,0,28,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,170,50112,0,467.2000122,0,32,18,2080,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,171,50112,0,438.3999939,0,33,20,2320,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,172,50112,0,428.7999878,0,33,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,173,50112,15,240,0,30.5,22,2640,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,174,50112,24,169.6000061,0,27,21.5,2560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,175,50112,25,272,0,31,21.5,2560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,176,50112,13,332.7999878,0,32,19.5,2280,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,177,50112,22,294.3999939,0,31,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0
1982,178,50112,7,307.2000122,0,31.5,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,0.560431879
1982,179,50112,3,304,0,32.5,21.5,2560,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,2.018750234
1982,180,50112,0,419.2000122,0,32.5,21,2480,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,3.984666819
1982,181,50112,4,288,0,33,22.5,2720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,6.575895256
1982,182,50112,0,406.3999939,0,34,22.5,2720,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,9.716346628
1982,183,50112,0,377.6000061,0,34,23.5,2880,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,13.53334426
1982,184,50112,0,457.6000061,0,34,20.5,2400,Arredondo fine sand,5.3,0.32,89.4,8.8,1.8,1.6,6.3,13.3,200,17.83764567
